Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPSPanel,PPI,Cpu_Name,Gpu_Brand
Asus,Gaming,16,Windows,2.34,0,1,141.21199808219862,Intel Core i7,Nvidia
Lenovo,Notebook,8,others,2.3,0,1,141.21199808219862,Intel Core i5,Intel
Dell,2 in 1 Convertible,8,Windows,1.24,1,0,276.053530085501,Intel Core i5,Intel
Dell,Notebook,4,others,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
HP,Notebook,4,Windows,1.86,0,0,100.45466986113651,AMD Processor,AMD
Lenovo,Notebook,6,Windows,2.4,0,0,141.21199808219862,Intel Core i3,Nvidia
Lenovo,Notebook,8,Windows,1.9,0,1,157.3505121487356,Intel Core i5,Intel
Dell,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
Asus,Notebook,4,Windows,2.0,0,0,100.45466986113651,Other Intel Processor,Intel
Asus,Gaming,16,Windows,4.0,0,1,127.33567457123111,Intel Core i7,Nvidia
Dell,Notebook,4,Windows,2.29,0,0,100.45466986113651,Intel Core i3,Intel
Lenovo,Notebook,8,Windows,2.32,0,0,141.21199808219862,Intel Core i7,AMD
MSI,Gaming,8,Windows,2.4,0,0,141.21199808219862,Intel Core i7,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,1.8,1,0,157.3505121487356,Intel Core i5,Intel
Asus,Ultrabook,8,Windows,1.2,0,1,165.6321180513006,Other Intel Processor,Intel
Dell,Notebook,6,Windows,2.3,0,0,100.45466986113651,Intel Core i3,Intel
Acer,Notebook,4,others,2.4,0,0,100.45466986113651,Other Intel Processor,Intel
Dell,Notebook,2,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
Lenovo,Notebook,8,Windows,2.6,0,1,141.21199808219862,Intel Core i7,Nvidia
HP,Notebook,6,Windows,2.04,0,0,141.21199808219862,AMD Processor,AMD
Dell,Notebook,8,others,2.3,0,0,100.45466986113651,Intel Core i7,AMD
HP,Netbook,2,Windows,1.17,0,0,135.0942111925629,Other Intel Processor,Intel
Asus,Notebook,4,Windows,2.2,0,0,100.45466986113651,Intel Core i7,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,1.8,1,1,157.3505121487356,Intel Core i7,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,1,1,276.053530085501,Intel Core i7,Intel
Lenovo,Notebook,2,Windows,1.5,0,0,111.93520355955211,Other Intel Processor,Intel
HP,Notebook,6,Windows,2.19,0,0,100.45466986113651,Intel Core i7,AMD
Asus,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
Asus,Ultrabook,8,Windows,1.2,0,1,165.6321180513006,Other Intel Processor,Intel
Dell,Notebook,6,Windows,2.3,0,0,100.45466986113651,Intel Core i3,Intel
Acer,Notebook,4,others,2.4,0,0,100.45466986113651,Other Intel Processor,Intel
Dell,Notebook,2,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
Lenovo,Notebook,8,Windows,2.6,0,1,141.21199808219862,Intel Core i7,Nvidia
HP,Notebook,6,Windows,2.04,0,0,141.21199808219862,AMD Processor,AMD
Dell,Notebook,8,others,2.3,0,0,100.45466986113651,Intel Core i7,AMD
HP,Netbook,2,Windows,1.17,0,0,135.0942111925629,Other Intel Processor,Intel
Asus,Notebook,4,Windows,2.2,0,0,100.45466986113651,Intel Core i7,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,1.8,1,1,157.3505121487356,Intel Core i7,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,1,1,276.053530085501,Intel Core i7,Intel
Lenovo,Notebook,2,Windows,1.5,0,0,111.93520355955211,Other Intel Processor,Intel
HP,Notebook,6,Windows,2.19,0,0,100.45466986113651,Intel Core i7,AMD
Asus,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
Asus,Ultrabook,8,Windows,1.2,0,1,165.6321180513006,Other Intel Processor,Intel
Dell,Notebook,6,Windows,2.3,0,0,100.45466986113651,Intel Core i3,Intel
Acer,Notebook,4,others,2.4,0,0,100.45466986113651,Other Intel Processor,Intel
Dell,Notebook,2,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
Lenovo,Notebook,8,Windows,2.6,0,1,141.21199808219862,Intel Core i7,Nvidia
HP,Notebook,6,Windows,2.04,0,0,141.21199808219862,AMD Processor,AMD
Dell,Notebook,8,others,2.3,0,0,100.45466986113651,Intel Core i7,AMD
HP,Netbook,2,Windows,1.17,0,0,135.0942111925629,Other Intel Processor,Intel
Asus,Notebook,4,Windows,2.2,0,0,100.45466986113651,Intel Core i7,Nvidia
Lenovo,2 in 1 Convertible,4,Windows,1.8,1,1,157.3505121487356,Intel Core i7,Intel
Lenovo,2 in 1 Convertible,16,Windows,1.3,1,1,276.053530085501,Intel Core i7,Intel
Lenovo,Notebook,2,Windows,1.5,0,0,111.93520355955211,Other Intel Processor,Intel
HP,Notebook,6,Windows,2.19,0,0,100.45466986113651,Intel Core i7,AMD
Asus,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel Processor,Intel
